City,Date,No_of_bedrooms,AvgSale_Price
Los-Angeles,1/31/1997,2,149049
Los-Angeles,2/28/1997,2,148424
Los-Angeles,3/31/1997,2,148007
Los-Angeles,4/30/1997,2,148046
Los-Angeles,5/31/1997,2,148269
Los-Angeles,6/30/1997,2,148510
Los-Angeles,7/31/1997,2,148868
Los-Angeles,8/31/1997,2,149506
Los-Angeles,9/30/1997,2,150161
Los-Angeles,10/31/1997,2,150840
Los-Angeles,11/30/1997,2,151418
Los-Angeles,12/31/1997,2,152202
Los-Angeles,1/31/1998,2,153519
Los-Angeles,2/28/1998,2,155141
Los-Angeles,3/31/1998,2,156614
Los-Angeles,4/30/1998,2,157618
Los-Angeles,5/31/1998,2,158558
Los-Angeles,6/30/1998,2,159373
Los-Angeles,7/31/1998,2,159924
Los-Angeles,8/31/1998,2,160730
Los-Angeles,9/30/1998,2,161892
Los-Angeles,10/31/1998,2,163276
Los-Angeles,11/30/1998,2,164648
Los-Angeles,12/31/1998,2,165689
Los-Angeles,1/31/1999,2,166954
Los-Angeles,2/28/1999,2,168078
Los-Angeles,3/31/1999,2,169314
Los-Angeles,4/30/1999,2,170417
Los-Angeles,5/31/1999,2,171517
Los-Angeles,6/30/1999,2,173089
Los-Angeles,7/31/1999,2,174834
Los-Angeles,8/31/1999,2,176020
Los-Angeles,9/30/1999,2,176879
Los-Angeles,10/31/1999,2,177814
Los-Angeles,11/30/1999,2,179243
Los-Angeles,12/31/1999,2,180725
Los-Angeles,1/31/2000,2,182036
Los-Angeles,2/29/2000,2,183300
Los-Angeles,3/31/2000,2,184762
Los-Angeles,4/30/2000,2,186408
Los-Angeles,5/31/2000,2,188201
Los-Angeles,6/30/2000,2,189833
Los-Angeles,7/31/2000,2,191456
Los-Angeles,8/31/2000,2,193265
Los-Angeles,9/30/2000,2,195118
Los-Angeles,10/31/2000,2,196857
Los-Angeles,11/30/2000,2,198523
Los-Angeles,12/31/2000,2,200321
Los-Angeles,1/31/2001,2,202037
Los-Angeles,2/28/2001,2,203863
Los-Angeles,3/31/2001,2,205624
Los-Angeles,4/30/2001,2,207719
Los-Angeles,5/31/2001,2,209629
Los-Angeles,6/30/2001,2,211606
Los-Angeles,7/31/2001,2,213322
Los-Angeles,8/31/2001,2,215200
Los-Angeles,9/30/2001,2,217121
Los-Angeles,10/31/2001,2,219384
Los-Angeles,11/30/2001,2,221521
Los-Angeles,12/31/2001,2,223814
Los-Angeles,1/31/2002,2,226172
Los-Angeles,2/28/2002,2,228812
Los-Angeles,3/31/2002,2,231583
Los-Angeles,4/30/2002,2,234509
Los-Angeles,5/31/2002,2,237400
Los-Angeles,6/30/2002,2,240712
Los-Angeles,7/31/2002,2,244528
Los-Angeles,8/31/2002,2,248611
Los-Angeles,9/30/2002,2,252620
Los-Angeles,10/31/2002,2,256725
Los-Angeles,11/30/2002,2,261172
Los-Angeles,12/31/2002,2,265650
Los-Angeles,1/31/2003,2,269696
Los-Angeles,2/28/2003,2,273372
Los-Angeles,3/31/2003,2,277150
Los-Angeles,4/30/2003,2,280793
Los-Angeles,5/31/2003,2,284843
Los-Angeles,6/30/2003,2,288317
Los-Angeles,7/31/2003,2,292782
Los-Angeles,8/31/2003,2,297660
Los-Angeles,9/30/2003,2,303179
Los-Angeles,10/31/2003,2,308035
Los-Angeles,11/30/2003,2,313695
Los-Angeles,12/31/2003,2,319493
Los-Angeles,1/31/2004,2,326495
Los-Angeles,2/29/2004,2,333515
Los-Angeles,3/31/2004,2,340963
Los-Angeles,4/30/2004,2,349120
Los-Angeles,5/31/2004,2,358359
Los-Angeles,6/30/2004,2,367849
Los-Angeles,7/31/2004,2,375945
Los-Angeles,8/31/2004,2,382803
Los-Angeles,9/30/2004,2,389903
Los-Angeles,10/31/2004,2,397120
Los-Angeles,11/30/2004,2,403256
Los-Angeles,12/31/2004,2,409198
Los-Angeles,1/31/2005,2,414622
Los-Angeles,2/28/2005,2,421423
Los-Angeles,3/31/2005,2,428004
Los-Angeles,4/30/2005,2,434459
Los-Angeles,5/31/2005,2,439477
Los-Angeles,6/30/2005,2,444828
Los-Angeles,7/31/2005,2,451570
Los-Angeles,8/31/2005,2,459020
Los-Angeles,9/30/2005,2,466837
Los-Angeles,10/31/2005,2,474514
Los-Angeles,11/30/2005,2,480799
Los-Angeles,12/31/2005,2,486601
Los-Angeles,1/31/2006,2,491606
Los-Angeles,2/28/2006,2,495939
Los-Angeles,3/31/2006,2,500031
Los-Angeles,4/30/2006,2,503332
Los-Angeles,5/31/2006,2,507549
Los-Angeles,6/30/2006,2,510557
Los-Angeles,7/31/2006,2,512232
Los-Angeles,8/31/2006,2,513582
Los-Angeles,9/30/2006,2,512493
Los-Angeles,10/31/2006,2,512111
Los-Angeles,11/30/2006,2,511447
Los-Angeles,12/31/2006,2,511976
Los-Angeles,1/31/2007,2,511463
Los-Angeles,2/28/2007,2,510397
Los-Angeles,3/31/2007,2,508975
Los-Angeles,4/30/2007,2,508523
Los-Angeles,5/31/2007,2,506920
Los-Angeles,6/30/2007,2,505255
Los-Angeles,7/31/2007,2,501811
Los-Angeles,8/31/2007,2,497133
Los-Angeles,9/30/2007,2,490918
Los-Angeles,10/31/2007,2,483972
Los-Angeles,11/30/2007,2,478465
Los-Angeles,12/31/2007,2,472495
Los-Angeles,1/31/2008,2,466556
Los-Angeles,2/29/2008,2,458118
Los-Angeles,3/31/2008,2,448147
Los-Angeles,4/30/2008,2,436109
Los-Angeles,5/31/2008,2,423751
Los-Angeles,6/30/2008,2,413545
Los-Angeles,7/31/2008,2,404111
Los-Angeles,8/31/2008,2,395481
Los-Angeles,9/30/2008,2,388319
Los-Angeles,10/31/2008,2,381235
Los-Angeles,11/30/2008,2,373299
Los-Angeles,12/31/2008,2,362815
Los-Angeles,1/31/2009,2,355213
Los-Angeles,2/28/2009,2,350705
Los-Angeles,3/31/2009,2,347569
Los-Angeles,4/30/2009,2,343750
Los-Angeles,5/31/2009,2,340141
Los-Angeles,6/30/2009,2,336162
Los-Angeles,7/31/2009,2,333652
Los-Angeles,8/31/2009,2,332751
Los-Angeles,9/30/2009,2,333238
Los-Angeles,10/31/2009,2,333991
Los-Angeles,11/30/2009,2,335162
Los-Angeles,12/31/2009,2,337740
Los-Angeles,1/31/2010,2,337756
Los-Angeles,2/28/2010,2,335846
Los-Angeles,3/31/2010,2,334963
Los-Angeles,4/30/2010,2,336202
Los-Angeles,5/31/2010,2,339192
Los-Angeles,6/30/2010,2,338596
Los-Angeles,7/31/2010,2,336976
Los-Angeles,8/31/2010,2,334038
Los-Angeles,9/30/2010,2,331326
Los-Angeles,10/31/2010,2,328485
Los-Angeles,11/30/2010,2,324844
Los-Angeles,12/31/2010,2,322632
Los-Angeles,1/31/2011,2,321425
Los-Angeles,2/28/2011,2,321041
Los-Angeles,3/31/2011,2,319176
Los-Angeles,4/30/2011,2,316786
Los-Angeles,5/31/2011,2,312500
Los-Angeles,6/30/2011,2,311398
Los-Angeles,7/31/2011,2,310336
Los-Angeles,8/31/2011,2,309380
Los-Angeles,9/30/2011,2,307067
Los-Angeles,10/31/2011,2,304738
Los-Angeles,11/30/2011,2,304325
Los-Angeles,12/31/2011,2,303153
Los-Angeles,1/31/2012,2,302072
Los-Angeles,2/29/2012,2,300623
Los-Angeles,3/31/2012,2,299897
Los-Angeles,4/30/2012,2,299639
Los-Angeles,5/31/2012,2,300643
Los-Angeles,6/30/2012,2,301772
Los-Angeles,7/31/2012,2,303758
Los-Angeles,8/31/2012,2,305642
Los-Angeles,9/30/2012,2,308420
Los-Angeles,10/31/2012,2,312371
Los-Angeles,11/30/2012,2,315973
Los-Angeles,12/31/2012,2,320799
Los-Angeles,1/31/2013,2,325335
Los-Angeles,2/28/2013,2,332277
Los-Angeles,3/31/2013,2,339586
Los-Angeles,4/30/2013,2,347784
Los-Angeles,5/31/2013,2,354968
Los-Angeles,6/30/2013,2,362172
Los-Angeles,7/31/2013,2,368733
Los-Angeles,8/31/2013,2,376705
Los-Angeles,9/30/2013,2,383692
Los-Angeles,10/31/2013,2,389109
Los-Angeles,11/30/2013,2,393404
Los-Angeles,12/31/2013,2,396322
Los-Angeles,1/31/2014,2,399622
Los-Angeles,2/28/2014,2,400305
Los-Angeles,3/31/2014,2,400990
Los-Angeles,4/30/2014,2,400990
Los-Angeles,5/31/2014,2,401863
Los-Angeles,6/30/2014,2,402490
Los-Angeles,7/31/2014,2,403980
Los-Angeles,8/31/2014,2,403538
Los-Angeles,9/30/2014,2,403686
Los-Angeles,10/31/2014,2,403879
Los-Angeles,11/30/2014,2,406213
Los-Angeles,12/31/2014,2,408469
Los-Angeles,1/31/2015,2,411599
Los-Angeles,2/28/2015,2,415096
Los-Angeles,3/31/2015,2,418609
Los-Angeles,4/30/2015,2,420487
Los-Angeles,5/31/2015,2,422648
Los-Angeles,6/30/2015,2,424755
Los-Angeles,7/31/2015,2,426854
Los-Angeles,8/31/2015,2,429522
Los-Angeles,9/30/2015,2,432379
Los-Angeles,10/31/2015,2,435934
Los-Angeles,11/30/2015,2,438406
Los-Angeles,12/31/2015,2,442290
Los-Angeles,1/31/2016,2,444518
Los-Angeles,2/29/2016,2,447455
Los-Angeles,3/31/2016,2,449225
Los-Angeles,4/30/2016,2,452897
Los-Angeles,5/31/2016,2,455823
Los-Angeles,6/30/2016,2,458638
Los-Angeles,7/31/2016,2,460966
Los-Angeles,8/31/2016,2,464119
Los-Angeles,9/30/2016,2,467664
Los-Angeles,10/31/2016,2,471198
Los-Angeles,11/30/2016,2,473737
Los-Angeles,12/31/2016,2,475528
Los-Angeles,1/31/2017,2,478694
Los-Angeles,2/28/2017,2,481209
Los-Angeles,3/31/2017,2,484432
Los-Angeles,4/30/2017,2,486642
Los-Angeles,5/31/2017,2,490143
Los-Angeles,6/30/2017,2,493580
Los-Angeles,7/31/2017,2,496999
Los-Angeles,8/31/2017,2,499972
Los-Angeles,9/30/2017,2,502859
Los-Angeles,10/31/2017,2,505666
Los-Angeles,11/30/2017,2,510226
Los-Angeles,12/31/2017,2,514663
Los-Angeles,1/31/2018,2,518553
Los-Angeles,2/28/2018,2,522338
Los-Angeles,3/31/2018,2,526319
Los-Angeles,4/30/2018,2,530393
Los-Angeles,5/31/2018,2,533850
Los-Angeles,6/30/2018,2,537397
Los-Angeles,7/31/2018,2,539868
Los-Angeles,8/31/2018,2,540800
Los-Angeles,9/30/2018,2,540647
Los-Angeles,10/31/2018,2,541248
Los-Angeles,11/30/2018,2,541736
Los-Angeles,12/31/2018,2,541312
Los-Angeles,1/31/2019,2,540379
Los-Angeles,2/28/2019,2,538010
Los-Angeles,3/31/2019,2,535741
Los-Angeles,4/30/2019,2,535250
Los-Angeles,5/31/2019,2,538157
Los-Angeles,6/30/2019,2,541802
Los-Angeles,7/31/2019,2,543016
Los-Angeles,8/31/2019,2,542774
Los-Angeles,9/30/2019,2,543386
Los-Angeles,10/31/2019,2,545196
Los-Angeles,11/30/2019,2,546512
Los-Angeles,12/31/2019,2,548426
Los-Angeles,1/31/2020,2,551251
Los-Angeles,2/29/2020,2,555558
Los-Angeles,3/31/2020,2,559890
Los-Angeles,4/30/2020,2,563270
Los-Angeles,5/31/2020,2,564384
Los-Angeles,6/30/2020,2,565237
Los-Angeles,7/31/2020,2,568915
Los-Angeles,8/31/2020,2,574997
Los-Angeles,9/30/2020,2,581384
Los-Angeles,10/31/2020,2,586926
Los-Angeles,1/31/1996,3,178027
Los-Angeles,2/29/1996,3,178246
Los-Angeles,3/31/1996,3,178264
Los-Angeles,4/30/1996,3,178366
Los-Angeles,5/31/1996,3,178349
Los-Angeles,6/30/1996,3,178387
Los-Angeles,7/31/1996,3,178502
Los-Angeles,8/31/1996,3,178480
Los-Angeles,9/30/1996,3,178391
Los-Angeles,10/31/1996,3,178299
Los-Angeles,11/30/1996,3,178275
Los-Angeles,12/31/1996,3,178381
Los-Angeles,1/31/1997,3,178015
Los-Angeles,2/28/1997,3,177444
Los-Angeles,3/31/1997,3,177088
Los-Angeles,4/30/1997,3,177273
Los-Angeles,5/31/1997,3,177754
Los-Angeles,6/30/1997,3,178179
Los-Angeles,7/31/1997,3,178731
Los-Angeles,8/31/1997,3,179536
Los-Angeles,9/30/1997,3,180442
Los-Angeles,10/31/1997,3,181339
Los-Angeles,11/30/1997,3,182158
Los-Angeles,12/31/1997,3,183091
Los-Angeles,1/31/1998,3,184683
Los-Angeles,2/28/1998,3,186673
Los-Angeles,3/31/1998,3,188524
Los-Angeles,4/30/1998,3,189830
Los-Angeles,5/31/1998,3,191020
Los-Angeles,6/30/1998,3,192140
Los-Angeles,7/31/1998,3,192982
Los-Angeles,8/31/1998,3,194133
Los-Angeles,9/30/1998,3,195627
Los-Angeles,10/31/1998,3,197300
Los-Angeles,11/30/1998,3,198946
Los-Angeles,12/31/1998,3,200262
Los-Angeles,1/31/1999,3,201902
Los-Angeles,2/28/1999,3,203333
Los-Angeles,3/31/1999,3,204866
Los-Angeles,4/30/1999,3,206218
Los-Angeles,5/31/1999,3,207593
Los-Angeles,6/30/1999,3,209511
Los-Angeles,7/31/1999,3,211598
Los-Angeles,8/31/1999,3,213057
Los-Angeles,9/30/1999,3,214148
Los-Angeles,10/31/1999,3,215403
Los-Angeles,11/30/1999,3,217219
Los-Angeles,12/31/1999,3,219083
Los-Angeles,1/31/2000,3,220653
Los-Angeles,2/29/2000,3,222205
Los-Angeles,3/31/2000,3,224033
Los-Angeles,4/30/2000,3,226129
Los-Angeles,5/31/2000,3,228352
Los-Angeles,6/30/2000,3,230397
Los-Angeles,7/31/2000,3,232410
Los-Angeles,8/31/2000,3,234627
Los-Angeles,9/30/2000,3,236856
Los-Angeles,10/31/2000,3,238972
Los-Angeles,11/30/2000,3,240982
Los-Angeles,12/31/2000,3,243136
Los-Angeles,1/31/2001,3,245181
Los-Angeles,2/28/2001,3,247358
Los-Angeles,3/31/2001,3,249403
Los-Angeles,4/30/2001,3,251780
Los-Angeles,5/31/2001,3,253909
Los-Angeles,6/30/2001,3,256050
Los-Angeles,7/31/2001,3,257915
Los-Angeles,8/31/2001,3,259962
Los-Angeles,9/30/2001,3,262125
Los-Angeles,10/31/2001,3,264679
Los-Angeles,11/30/2001,3,267060
Los-Angeles,12/31/2001,3,269646
Los-Angeles,1/31/2002,3,272288
Los-Angeles,2/28/2002,3,275299
Los-Angeles,3/31/2002,3,278472
Los-Angeles,4/30/2002,3,281853
Los-Angeles,5/31/2002,3,285264
Los-Angeles,6/30/2002,3,289213
Los-Angeles,7/31/2002,3,293789
Los-Angeles,8/31/2002,3,298623
Los-Angeles,9/30/2002,3,303343
Los-Angeles,10/31/2002,3,308093
Los-Angeles,11/30/2002,3,313323
Los-Angeles,12/31/2002,3,318559
Los-Angeles,1/31/2003,3,323364
Los-Angeles,2/28/2003,3,327672
Los-Angeles,3/31/2003,3,332072
Los-Angeles,4/30/2003,3,336362
Los-Angeles,5/31/2003,3,341046
Los-Angeles,6/30/2003,3,345067
Los-Angeles,7/31/2003,3,350157
Los-Angeles,8/31/2003,3,355842
Los-Angeles,9/30/2003,3,362374
Los-Angeles,10/31/2003,3,368257
Los-Angeles,11/30/2003,3,375022
Los-Angeles,12/31/2003,3,381880
Los-Angeles,1/31/2004,3,389997
Los-Angeles,2/29/2004,3,398219
Los-Angeles,3/31/2004,3,406897
Los-Angeles,4/30/2004,3,416342
Los-Angeles,5/31/2004,3,427000
Los-Angeles,6/30/2004,3,438056
Los-Angeles,7/31/2004,3,447497
Los-Angeles,8/31/2004,3,455453
Los-Angeles,9/30/2004,3,463403
Los-Angeles,10/31/2004,3,471531
Los-Angeles,11/30/2004,3,478381
Los-Angeles,12/31/2004,3,485147
Los-Angeles,1/31/2005,3,491478
Los-Angeles,2/28/2005,3,499217
Los-Angeles,3/31/2005,3,506902
Los-Angeles,4/30/2005,3,514414
Los-Angeles,5/31/2005,3,520575
Los-Angeles,6/30/2005,3,526845
Los-Angeles,7/31/2005,3,534909
Los-Angeles,8/31/2005,3,543606
Los-Angeles,9/30/2005,3,552930
Los-Angeles,10/31/2005,3,561725
Los-Angeles,11/30/2005,3,569073
Los-Angeles,12/31/2005,3,575975
Los-Angeles,1/31/2006,3,581754
Los-Angeles,2/28/2006,3,586830
Los-Angeles,3/31/2006,3,591320
Los-Angeles,4/30/2006,3,595212
Los-Angeles,5/31/2006,3,599836
Los-Angeles,6/30/2006,3,603079
Los-Angeles,7/31/2006,3,604496
Los-Angeles,8/31/2006,3,605762
Los-Angeles,9/30/2006,3,604269
Los-Angeles,10/31/2006,3,603647
Los-Angeles,11/30/2006,3,602296
Los-Angeles,12/31/2006,3,602131
Los-Angeles,1/31/2007,3,601327
Los-Angeles,2/28/2007,3,600048
Los-Angeles,3/31/2007,3,598203
Los-Angeles,4/30/2007,3,596822
Los-Angeles,5/31/2007,3,594021
Los-Angeles,6/30/2007,3,591449
Los-Angeles,7/31/2007,3,586661
Los-Angeles,8/31/2007,3,580558
Los-Angeles,9/30/2007,3,572541
Los-Angeles,10/31/2007,3,564173
Los-Angeles,11/30/2007,3,557607
Los-Angeles,12/31/2007,3,550417
Los-Angeles,1/31/2008,3,543077
Los-Angeles,2/29/2008,3,532654
Los-Angeles,3/31/2008,3,521204
Los-Angeles,4/30/2008,3,507182
Los-Angeles,5/31/2008,3,493133
Los-Angeles,6/30/2008,3,480661
Los-Angeles,7/31/2008,3,469709
Los-Angeles,8/31/2008,3,459954
Los-Angeles,9/30/2008,3,452450
Los-Angeles,10/31/2008,3,444902
Los-Angeles,11/30/2008,3,436064
Los-Angeles,12/31/2008,3,424873
Los-Angeles,1/31/2009,3,416487
Los-Angeles,2/28/2009,3,411995
Los-Angeles,3/31/2009,3,408727
Los-Angeles,4/30/2009,3,405608
Los-Angeles,5/31/2009,3,402903
Los-Angeles,6/30/2009,3,400537
Los-Angeles,7/31/2009,3,399602
Los-Angeles,8/31/2009,3,399838
Los-Angeles,9/30/2009,3,400822
Los-Angeles,10/31/2009,3,402130
Los-Angeles,11/30/2009,3,404699
Los-Angeles,12/31/2009,3,408633
Los-Angeles,1/31/2010,3,409957
Los-Angeles,2/28/2010,3,408754
Los-Angeles,3/31/2010,3,408745
Los-Angeles,4/30/2010,3,410863
Los-Angeles,5/31/2010,3,414569
Los-Angeles,6/30/2010,3,414138
Los-Angeles,7/31/2010,3,412222
Los-Angeles,8/31/2010,3,408975
Los-Angeles,9/30/2010,3,406533
Los-Angeles,10/31/2010,3,403829
Los-Angeles,11/30/2010,3,399994
Los-Angeles,12/31/2010,3,397355
Los-Angeles,1/31/2011,3,396035
Los-Angeles,2/28/2011,3,395696
Los-Angeles,3/31/2011,3,393685
Los-Angeles,4/30/2011,3,390823
Los-Angeles,5/31/2011,3,385868
Los-Angeles,6/30/2011,3,384503
Los-Angeles,7/31/2011,3,383476
Los-Angeles,8/31/2011,3,382579
Los-Angeles,9/30/2011,3,379903
Los-Angeles,10/31/2011,3,377338
Los-Angeles,11/30/2011,3,376984
Los-Angeles,12/31/2011,3,376108
Los-Angeles,1/31/2012,3,374962
Los-Angeles,2/29/2012,3,373417
Los-Angeles,3/31/2012,3,372681
Los-Angeles,4/30/2012,3,372659
Los-Angeles,5/31/2012,3,374151
Los-Angeles,6/30/2012,3,375670
Los-Angeles,7/31/2012,3,378169
Los-Angeles,8/31/2012,3,380866
Los-Angeles,9/30/2012,3,384601
Los-Angeles,10/31/2012,3,389490
Los-Angeles,11/30/2012,3,393417
Los-Angeles,12/31/2012,3,398619
Los-Angeles,1/31/2013,3,403645
Los-Angeles,2/28/2013,3,411543
Los-Angeles,3/31/2013,3,420074
Los-Angeles,4/30/2013,3,429647
Los-Angeles,5/31/2013,3,438006
Los-Angeles,6/30/2013,3,446152
Los-Angeles,7/31/2013,3,453252
Los-Angeles,8/31/2013,3,461453
Los-Angeles,9/30/2013,3,468655
Los-Angeles,10/31/2013,3,474224
Los-Angeles,11/30/2013,3,479160
Los-Angeles,12/31/2013,3,482622
Los-Angeles,1/31/2014,3,486754
Los-Angeles,2/28/2014,3,487659
Los-Angeles,3/31/2014,3,488153
Los-Angeles,4/30/2014,3,487640
Los-Angeles,5/31/2014,3,488106
Los-Angeles,6/30/2014,3,488528
Los-Angeles,7/31/2014,3,489970
Los-Angeles,8/31/2014,3,489876
Los-Angeles,9/30/2014,3,490478
Los-Angeles,10/31/2014,3,491258
Los-Angeles,11/30/2014,3,493954
Los-Angeles,12/31/2014,3,496402
Los-Angeles,1/31/2015,3,499601
Los-Angeles,2/28/2015,3,503399
Los-Angeles,3/31/2015,3,507404
Los-Angeles,4/30/2015,3,509625
Los-Angeles,5/31/2015,3,512021
Los-Angeles,6/30/2015,3,514475
Los-Angeles,7/31/2015,3,517201
Los-Angeles,8/31/2015,3,520237
Los-Angeles,9/30/2015,3,523403
Los-Angeles,10/31/2015,3,527086
Los-Angeles,11/30/2015,3,529723
Los-Angeles,12/31/2015,3,534182
Los-Angeles,1/31/2016,3,536680
Los-Angeles,2/29/2016,3,539928
Los-Angeles,3/31/2016,3,541773
Los-Angeles,4/30/2016,3,545850
Los-Angeles,5/31/2016,3,549373
Los-Angeles,6/30/2016,3,552541
Los-Angeles,7/31/2016,3,555231
Los-Angeles,8/31/2016,3,558767
Los-Angeles,9/30/2016,3,562592
Los-Angeles,10/31/2016,3,566330
Los-Angeles,11/30/2016,3,569067
Los-Angeles,12/31/2016,3,570861
Los-Angeles,1/31/2017,3,574401
Los-Angeles,2/28/2017,3,577097
Los-Angeles,3/31/2017,3,580662
Los-Angeles,4/30/2017,3,582944
Los-Angeles,5/31/2017,3,586643
Los-Angeles,6/30/2017,3,590378
Los-Angeles,7/31/2017,3,593882
Los-Angeles,8/31/2017,3,596752
Los-Angeles,9/30/2017,3,599600
Los-Angeles,10/31/2017,3,602437
Los-Angeles,11/30/2017,3,607227
Los-Angeles,12/31/2017,3,612022
Los-Angeles,1/31/2018,3,616047
Los-Angeles,2/28/2018,3,619976
Los-Angeles,3/31/2018,3,623860
Los-Angeles,4/30/2018,3,628054
Los-Angeles,5/31/2018,3,631315
Los-Angeles,6/30/2018,3,634734
Los-Angeles,7/31/2018,3,636788
Los-Angeles,8/31/2018,3,637195
Los-Angeles,9/30/2018,3,636407
Los-Angeles,10/31/2018,3,636735
Los-Angeles,11/30/2018,3,637151
Los-Angeles,12/31/2018,3,636511
Los-Angeles,1/31/2019,3,635344
Los-Angeles,2/28/2019,3,632592
Los-Angeles,3/31/2019,3,630130
Los-Angeles,4/30/2019,3,629529
Los-Angeles,5/31/2019,3,633014
Los-Angeles,6/30/2019,3,637481
Los-Angeles,7/31/2019,3,639600
Los-Angeles,8/31/2019,3,640067
Los-Angeles,9/30/2019,3,641334
Los-Angeles,10/31/2019,3,643454
Los-Angeles,11/30/2019,3,644909
Los-Angeles,12/31/2019,3,647104
Los-Angeles,1/31/2020,3,650608
Los-Angeles,2/29/2020,3,655864
Los-Angeles,3/31/2020,3,661245
Los-Angeles,4/30/2020,3,665709
Los-Angeles,5/31/2020,3,667648
Los-Angeles,6/30/2020,3,669247
Los-Angeles,7/31/2020,3,673978
Los-Angeles,8/31/2020,3,681554
Los-Angeles,9/30/2020,3,689721
Los-Angeles,10/31/2020,3,697339
